,800cm,810cm,820cm,830cm,840cm,850cm,860cm,870cm,880cm,890cm,900cm,910cm,920cm,930cm,940cm,950cm,960cm,970cm,980cm,990cm,1000cm,1010cm,1020cm,1030cm,1040cm,1050cm,1060cm,1070cm,1080cm,1090cm,1100cm,1110cm,1120cm,1130cm,1140cm,1150cm,1160cm,1170cm,1180cm,1190cm,1200cm,1210cm,1220cm,1230cm,1240cm,1250cm,1260cm,1270cm,1280cm,1290cm,1300cm,1310cm,1320cm,1330cm,1340cm,1350cm,1360cm,1370cm,1380cm,1390cm,1400cm,1410cm,1420cm,1430cm,1440cm,1450cm,1460cm,1470cm,1480cm,1490cm,1500cm,1510cm,1520cm,1530cm,1540cm,1550cm,1560cm,1570cm,1580cm,1590cm,1600cm,1610cm,1620cm,1630cm,1640cm,1650cm,1660cm,1670cm,1680cm,1690cm,1700cm,1710cm,1720cm,1730cm,1740cm,1750cm,1760cm,1770cm,1780cm,1790cm,1800cm
vcdConf1143,-0.000769235915559673,-0.004080400576038905,-0.0016704505372546466,-0.0029936131555019212,0.00032320482017396743,0.00035110963873876625,8.476080460185704e-06,-0.00013337137608666598,-0.002342953413636671,-6.604455681882051e-05,0.0025529597521628394,0.003628474926255724,0.009693367872916048,0.002816743166608257,-0.0009104299400595863,0.00024389104595241563,0.005887526708219836,0.0011925207063922234,0.0009508668241870045,0.0002646673455724102,0.00011832132811762202,4.552750223593398e-05,-3.325466552442348e-05,-0.00027327351788016853,-0.00039884503199887446,-0.0010984459309083645,-0.0064369168474764215,-0.001453981986137226,-0.000248749427110252,0.00010764136683373049,0.00042426525859143934,0.0027077666088345586,0.010911424637053965,0.00037955724976768796,-0.007702774856423408,0.0011301120609639025,0.0016335014490320506,0.004235776008841411,0.004704864073773367,-0.00025611646329954253,-6.91900081593945e-05,0.0003528398414350195,0.004376335859187496,-0.0006634691381265304,-0.007021551683826585,-0.01853426968487756,-0.0009212877608416461,0.007057738152975206,0.03585640733521304,0.007251401481268339,0.004551441112692978,0.004955531821519566,0.008591258305968937,0.020709600780602654,0.0109908302277816,-0.0008624337084298629,-0.0017491025887986214,-0.0065982023986660455,-0.006875722961708917,-0.0036218548378029077,-0.0019125371233510039,-0.004541778192951517,-0.0004866732915569714,-0.014130255374932744,0.007598323434001674,0.0008822306679605096,0.00030404166648512334,0.00038482102696855465,0.0002513024720638733,0.00016173620422986885,0.0016335856423518127,0.008639328122655143,0.012660205678808541,0.006545243592196333,0.0019175423936406864,0.0019036232502571413,0.008834824926317807,0.009470135452919066,0.0020030754784529235,0.0008547445557809409,0.0005219548832338215,0.0004243497957446833,0.0005353940169942522,0.0016193646800906599,0.0030252507685875753,0.0006723225665737903,0.0003522990371799245,0.00043047160143880927,0.0016758217347743144,0.0009072419418667879,0.00025290101559495494,0.00012962429252125283,8.447197640570755e-05,6.100193703427138e-05,4.581185978619984e-05,3.4145196344016965e-05,2.3575814330384588e-05,1.2090598406612385e-05,-3.2525991331123137e-06,-2.9141932321515266e-05,-8.709734360829097e-05
irConf1145,32.4473323271092,20.504722661281065,14.231226562448347,51.09973541206626,20.127060073501642,9.50615450246084,11.455493386141779,30.26581485159389,87.58066580989538,25.131869051541944,11.626902434502206,25.85045416081457,11.839815546430989,6.415599747682553,11.160246264135651,8.499175342929933,7.017950576969809,15.183531197855912,41.41836011244333,14.539696890333007,10.014956029260954,5.536094863474993,5.472284640267048,7.145635798337931,10.569638264211294,21.298410285212935,80.90687302850046,185.7632920558068,35.955871031563284,17.597880576287952,24.28855916267489,25.22501352382823,39.983282948303625,36.18758239468791,78.08905331213536,81.71782428808844,29.41970716325403,24.92773770341291,69.58532838760273,81.02871134688462,55.759706637293924,159.79748260763046,176.8476480153997,105.7196139859416,179.81635586693108,53.98872879814932,55.2941495697696,212.87915793546048,105.71301993959892,61.12178184234865,143.04653908428634,443.36481084066764,144.9631793621288,134.97408897969893,61.93963868046544,44.74059252339943,68.52729691896812,256.8669913177984,331.3155215625208,84.6195265677119,34.51620197447587,29.523655070009042,66.77026823838321,83.75254086499149,53.0009547750453,61.5394318823889,21.442096358416805,15.405034203039472,20.73375698763836,33.36549139663798,41.59635939194208,34.91611726266945,51.93472780461988,82.52083060160656,44.66807213054085,60.173723939246024,262.34658054731085,240.9276760553116,54.50543616632945,26.90876411076012,21.86073852947643,28.224168919034163,66.3721305093228,349.0067473093321,125.39100249479796,36.63526480512448,22.859397769136162,30.554911096918573,126.27582599533615,55.68989603684759,17.287762028233587,10.066656415364564,7.772474901051677,7.021451573170406,7.061051228426263,7.740046147238435,9.182267543123954,11.818580927656141,16.719025555966834,26.78061948015848,51.8668224874319
vcdConf1145,-0.0006116066163483687,-0.00022850950392918896,-0.0003953384370687313,-0.0019368151699089575,-0.00027139239742108315,-1.6074427060638008e-05,-1.2479407287182676e-05,0.00018108908880306573,0.0006326445775155284,0.0002048984301056408,0.00030864133664258454,0.0018790496832623688,0.0007300272130647416,0.00048129075295682736,0.002450350508220604,0.0007770184826705447,-0.0019652327428112486,-0.012098565955569705,-0.009927984049089674,-0.0027594737838767627,-0.0012263930850531614,-0.0005618127992570814,-0.0004131454691340412,-0.0003658190095419901,-0.0005985381677441412,-0.0013944640397627573,-0.005652985844360167,-0.013146580495461392,-0.0022290885532732607,-0.0005982497677334953,0.0005705741043136079,0.0008105706171202126,0.0013567129362395346,-0.0015417196690233606,0.007637947183935932,0.0035311460960675283,0.0009868416505421304,0.0007949154288388695,0.0034216045134709567,0.0035225274638884,-0.00022810889667703336,-0.0042722627875466865,-0.017232017497809227,-0.00038100945288545735,0.011240199577114241,0.0003131782712870201,-0.004136083613482881,-0.02633863042419588,-0.011206736332342909,-0.002625598332154824,-0.0006130033223502254,0.0011812655482601976,-0.009296750686111232,0.006247710188781174,-0.0005525287677934475,-0.0010874750248812764,-0.0019258925965108453,-0.008351033414129806,-0.003882077586483117,-0.004477333107259325,-0.0005483241588105865,0.0011925887554669597,0.005796428411628674,0.017720313757065845,0.005439107341530473,0.010257338921033,0.0023183788773636005,2.342194731327226e-05,4.184452741095664e-05,0.00032234733430415766,-0.007971120502894613,-0.0006024011304078147,-0.005607948143640847,-0.01358167604123176,0.005805330125972526,-0.00032635144561983623,-0.0043510794754736265,-0.0040774465074706525,-0.0009523347062453496,-0.0005066309933293119,-0.00046289646595617053,-0.0006861381899904116,-0.0018110141628500977,-0.010060000804273602,-0.0035417500744306563,-0.0008454113376511715,-0.0002636461674942984,0.00016699529337896622,0.0021224763140853873,0.0008449096749074255,0.00015275036340110212,3.954299547840153e-05,1.0090043993383763e-05,2.395191235743526e-06,2.844202143162927e-06,7.774157136716942e-06,1.6772677623376767e-05,3.154309488760881e-05,5.7106450174165074e-05,0.0001073861529730768,0.00022993115719626846
irConf1146,96.05131932744136,88.16707397709352,31.17094611273363,28.93776221929556,50.20628309748421,14.625737351011713,13.547261883482053,44.087734831595725,39.246264120496456,10.851656124779613,7.37796600625948,10.998493354705293,41.653592743927724,13.807332143385684,13.267123385493472,12.007400391554127,6.130026116235541,4.438738786089874,3.6516215564267527,3.849755046247594,5.370494804100978,6.071175466906965,6.009306965000624,8.867663724124428,11.331555493960073,18.72679887760849,48.76894399024514,230.3870163766906,97.9453996568956,196.70503347160027,180.8429206274709,54.08085300485765,67.804042252038,42.37796020592501,40.34852260185602,47.18045954752612,49.31181848650018,30.969737303350865,14.67259807428427,14.989054017675278,28.55788500683115,72.31195490652723,47.96340404138229,117.07008173057528,155.1287788830751,74.11187568608219,36.7016769456424,34.64716724572716,55.15575548211144,143.4851442831699,703.9327305553556,540.161775641152,128.8941629659835,129.84064186816775,56.83021292533918,51.370452086455565,69.69014612284155,200.98497295302786,218.75692654758015,76.61714161013106,101.15531539586138,155.14710473848325,151.4715564284519,73.53456244591726,57.494687309270894,26.217718898870693,14.54336182501586,16.486551963157606,18.828876872600667,16.536321408628858,16.601601911730974,34.857708920219004,65.11867450140937,104.09346118607306,173.12529505067437,122.103062211862,106.52787472278752,371.6819125497946,76.46054837659018,31.048079163129312,23.53734616999527,29.68049693976934,70.21000974109542,361.66179624409295,128.16965494543024,43.0360053086053,23.283312797347868,25.794100775686317,77.83353267413578,111.81159347163498,25.067840475268806,12.371850097744176,8.815478608375901,7.607178778523431,7.4262896306501425,7.9689660418972865,9.298027993188512,11.799213021149708,16.467143041380346,25.978026485575327,49.2398153916301
vcdConf1146,0.006543315575681956,0.007270042973669173,0.001054847097329074,0.00018562682072443244,-0.002323107435594957,-0.00014777780952791565,0.0003597585579370681,0.002204268106473605,0.001475811661634114,0.00022391568537697128,-0.0001034223936027873,-0.0006205200007169487,-0.003223819946830929,-0.0026892473588817764,-0.002550694442903561,-0.002349639105549061,-0.0009213166296691092,-0.0003873416305350799,-0.0002166525957769214,-0.0002902228822421441,-0.0011515310203283535,-0.0011682861715543115,-0.0001964920580037153,8.325715076813067e-05,0.0001330291633974982,0.0003053495276428039,0.0012359367529920708,0.007566074213019539,-0.00045138951165488145,-0.0036675207608970156,-0.0026261603519388073,0.00036555200592255476,0.006119341218298518,0.002787687347473709,-0.0016661538327448072,-0.00490727516102831,-0.006314876343647418,-0.001834890077874238,-0.0006243664756607022,-0.000419309035514399,-0.00046227783130572286,5.264521530622434e-05,-0.003385542137018888,-0.007438382563279827,-0.0076392201059048235,0.01086412897908358,0.002874556201733637,0.00032215471090516336,-0.0003788379631417175,-0.0017266981913881664,-0.009840878403589484,-0.004230574202659656,-0.00042052240890738473,0.002185847839322199,-3.2827981409738704e-06,-0.00024407172318053922,0.0017033332599386895,-0.0017932982861966593,0.006159633274738346,0.0028431951611223834,0.009395596427332556,0.007223775654541539,-0.01154486009719444,-0.0022936625353504546,0.00260177416484364,0.0020442151296026106,0.0004662189959409967,0.0004937705179699687,0.00047765210104825674,0.00041877483056836204,0.0006061079463371731,0.0028682469460373067,-0.0004973290122634618,0.006521445583928233,-0.00879880665155235,0.005653507834928564,0.0018111554205624035,0.0045191434787854295,0.0009494853786557064,0.00039996959408186104,0.0003271155642517087,0.00047152807948895695,0.0013189118516472795,0.007645199639214339,-0.0008345925484871203,-0.0005027884038442289,0.00010055383698588002,0.0003099532399874521,0.001277240238343857,0.0018955393773799926,0.00037530797735169433,0.00015325029827964546,8.790621295103702e-05,5.9978349876034876e-05,4.552123918509196e-05,3.736382178444089e-05,3.2903087366427006e-05,3.130647008008987e-05,3.294539747847827e-05,4.015645601842169e-05,6.168072895925175e-05
irConf115,21.44433096647488,84.28160493768462,125.447070138711,56.54840039488412,35.626658361377494,52.39743706783926,24.845200828571954,45.90623838345176,42.3853751516401,17.826087546401986,50.21910969831573,18.471676126620054,7.8739140372876495,8.415513499723094,19.707105739638976,13.354293956475265,6.508247210295356,8.620816013262122,5.128104192360626,6.887529272092144,14.873620339030216,7.570755856947472,9.860629519498435,23.937494262306252,72.65421459125815,61.18960126891018,21.501386771270266,24.853083126069993,76.9621369988327,174.3195229954503,49.99276935032346,32.046907317261194,47.63206348486652,68.61922950549736,117.59700533353848,72.34320839483613,27.008660792848435,18.154034555816413,30.821305297929893,55.40022274920639,37.900859817144436,99.76032176966483,104.94223870519863,104.35902406421009,110.7636103357164,61.31104757077489,122.24878229160058,607.0326584989356,156.59729384695842,63.27680650386649,68.54499427158103,145.09738623923354,539.6443579290943,251.32289787391255,106.96675444321966,68.41039368715046,62.567283643353065,204.48288770579884,234.20185149971263,182.31478706217968,65.45831858394638,38.37739315773477,54.00161273371592,57.55021691300064,55.70350168372107,20.204354032806886,25.833071015894237,37.530195481664414,22.31806155033833,20.692684586511927,37.86425704676967,32.95089993526345,49.375236036642505,45.98071074364388,115.80975704014796,86.53031416474946,272.72372169823416,243.60022767677887,55.93682562374117,27.72328599611672,22.27007419818642,28.05825060973795,63.745532317331936,331.3162219209468,137.47140455373773,42.33897224204581,23.607614573337468,27.628027381295613,94.67961245954285,86.89831876181057,21.869445355583395,11.509195908806177,8.442315497741758,7.393805391683953,7.2768615179073635,7.84419038904816,9.1742000756322,11.652073598437884,16.254892738510154,25.59566396389212,48.31596434594546
vcdConf115,0.00018380626517564369,0.0008440018728852436,0.0026949314175443565,0.0003321601829923612,-0.0006459520710664752,0.0010490045296437382,0.00037490277416228857,0.0007208910485120379,0.00053710064009405,-0.000986512861527323,-0.006895241267095361,-0.002085882055364782,-0.00022934011340760497,0.0013763288716205702,0.004689465208541343,-0.003231744555709222,-0.0013426442470959262,-0.003986459543233449,-0.0009770824605787856,-0.0010546689390394626,-0.003052120149466893,-0.0006414302968760808,-0.00044357325437690664,-0.0010376761003631093,-0.005557146847193507,-0.004277575925491847,-2.684902267310633e-05,0.0018297732920900336,0.008554739829691902,0.020380048481847917,0.004119463322054172,0.004660244303115082,0.011054971065542088,0.008809441508728446,0.020630979588716902,0.007989016572707857,0.0022009899399845732,0.0008022993243239883,-0.00019461652829265568,-0.0012271831547837134,0.0004984984793740175,0.0005926744277135193,-0.003734491115775792,0.0005493377485355014,0.011611746031291243,0.002371997021220108,0.0008821492782083129,0.0028705214705328865,-0.00019689073566805492,-0.0029555673472992147,-0.013427050597500744,-0.004295771185609868,-0.007085234834681302,-0.01979005565170012,-0.015039591572402075,-0.00884668029820128,-0.0021869457350964104,-0.002230991608713316,-0.0012271500432797812,-0.003539162128227396,-0.002919095999441127,-0.0017388395441984468,-0.003485640052277648,-0.0011635554886660964,0.0006808833363465823,0.0010950197922993381,0.005759604174493488,0.008105090603695615,0.0013863323170221625,-6.5911963285174015e-06,-0.003447099628137021,-0.002029442475888986,-0.0019283737273415266,-0.0026979077458173088,0.0018305718578561934,0.0036119893381918,0.004157726316748744,0.003452237083301784,0.0007120928656719127,0.00024198767943863956,5.3894866937478134e-05,-0.00013131345185965807,-0.0006552673897746345,-0.004226542187898821,-0.0017910611760298325,-0.0003624529061459441,7.894805708267454e-05,0.0005765614474976153,0.003305330446775825,0.0030792444464997483,0.0006139658811148068,0.0002350064027150563,0.00012365614033084694,7.882269828818636e-05,5.812619965204177e-05,4.885585753116506e-05,4.6737662010177285e-05,5.1096209775333504e-05,6.435930108417124e-05,9.517296312537679e-05,0.00017361523700258865
irConf1150,9.463482488902072,18.090627475313703,58.63512944770393,26.956545346547376,24.547280355489825,11.150831386456812,16.546533062787393,70.89464880785528,41.60642899057853,17.913188160991805,48.261570653067395,32.54311047907883,10.109813687448232,7.925985524007985,10.197772472914938,7.977844955364736,5.706124522032224,8.942710719735809,8.83807771957547,29.96264175372336,8.746007789004874,5.206287489047416,5.018664198825029,6.2364346055448125,7.366322607603667,10.702909790824194,20.188080486361848,52.94743848883872,226.93247015919914,84.90693652429931,207.573533621088,146.52421638572602,47.820685270577705,49.09040298950657,36.08439204200713,23.738478019474357,16.7372385076124,32.43844602734638,82.79578301380404,26.922143830319605,37.17746455366862,115.8798411377052,79.98203995573395,37.16191240012847,66.40436432589746,248.73373608970746,150.808837108276,99.21206178476022,54.499392264156505,117.89411683445623,422.16062347623136,97.78003987774271,106.96473106709296,175.57007123777706,58.32044364783864,43.713286312425566,81.46620174066504,229.46275158389213,268.910768709468,127.17122444587677,59.17812493753085,32.44818058280923,67.60075594915905,54.6933658388275,48.98659833477546,51.683326282188006,16.634526086640278,15.326209227403796,16.92326287645378,14.347720206109393,15.142619416806664,24.10383982771909,24.03561048236062,44.211416790527295,47.893536671617916,79.52784254561958,235.57656997963886,254.0007598680856,55.84224902331374,27.544238622020888,22.911691823167008,30.653649573002447,74.57828553152494,394.85607035608683,143.66498555990916,42.23297767179358,23.80475306836576,27.172229908464306,92.56946287506209,76.68956321176913,20.139843286870512,10.889390300025203,8.108624301338802,7.164618910558152,7.091617081869585,7.675818493879691,9.006075547340094,11.468869707893449,16.035376806884383,25.299864017949876,47.848195301952465
vcdConf1150,-0.0004042294599375333,-0.0017618415956551637,-0.0022964542613228447,-0.0021671506479828506,-0.002443522067951325,-0.0005255632227607323,-9.248563426815955e-05,0.0012236230869736098,-0.0002589136124219138,-0.001213542066256346,-0.007257989161339935,-0.001605588133323294,-0.00021977876667185456,0.0010627531596660988,0.0017083420682911835,-0.001732392281825868,-0.0021403345480666925,-0.006925067900741605,-0.0019988438052772725,-0.004455943652744697,-0.001047043979816664,-0.00038420346143434864,-0.0001940658107158838,0.00012642641856356717,-0.00019077233677492825,-0.0004686189613489593,-0.0014871536218424935,-0.004116223449543871,-0.012882589377220284,-0.0014808092179453096,0.007004862105867901,0.006119993961775265,0.003725944780121136,0.0090345602481645,0.0012133339298861382,-0.00021946985754480206,-0.0007237442957646061,-0.0036725627219787475,-0.012008554091300076,-0.0013186299196926788,0.0030326312628681288,0.00487039941589328,-0.0010299133831454695,0.0006744151496213049,0.003133422011269539,0.01593779419331359,-0.0027733237299774143,-0.005116109517434833,-0.0015873625530325331,-0.0033370664733101967,-0.012474760522050578,-0.0033706817444825858,-0.007436226203892742,-0.003949092430218293,-0.003054889433001886,9.171147692990912e-05,0.005064864538452612,0.02173917086727601,0.01817119953906619,-0.005827276302624041,-0.008961392413008655,0.0003774181715026888,0.009364381324311874,0.008282722989241818,0.002775560979945009,-0.0012137565661114226,-3.9753973976326725e-05,-0.0004078143000564532,-2.3091164535372973e-05,0.0002961088082994084,0.001167554956132359,-0.0028811996277120656,-0.0017935940719268296,-0.0048149958128686325,0.003709535341375179,0.01039083664856172,-0.00531628348647072,-0.007337552318277162,-0.0012980994545096019,-0.00048756160383830175,-0.0003077081480912595,-0.00030872026913682845,-0.00046773620329052364,-0.001017672949075398,-0.009704541520636274,-0.002304894625586157,-0.0005813302557026071,-0.00012416607018419655,0.0006806840120091639,0.0005978124519653775,7.814596798917733e-05,1.0734305040929283e-05,-1.9914445376851105e-06,-2.6558193107625562e-06,6.354190342775495e-07,6.097185990413264e-06,1.3874979489126615e-05,2.542906369779553e-05,4.444880260317795e-05,8.068381266967038e-05,0.00016623590590578245
irConf1152,31.96521124583137,21.942855685329075,13.510236477678713,30.655806057959186,50.87971317368778,14.470042280271366,17.39555113411428,64.53637686406768,48.43431113034776,14.259352620723414,6.633225887467755,5.211640406170283,6.343632511254621,13.872191524980677,29.475524342135344,12.709706002045749,11.408136026301316,21.242321799613855,40.08580847424223,10.519478244925262,7.395233531991259,8.713270583559757,16.26516856646241,59.96670191787953,116.18305742303959,33.63614095456386,17.988669893987925,23.33676934114973,66.12646770607675,248.83747065502217,77.5111027889028,29.45401076385845,20.96421124174187,26.377379981162267,68.91204987965216,134.0742082009557,48.18572098992065,18.46407183451535,14.786110898456462,20.79926700053279,59.33190910080882,83.07176159910284,40.08953190681309,58.35733686228818,253.87788194576808,105.42689034093388,156.96962661169286,96.85466496331446,171.01729203069203,122.90720963020388,461.80317353863,594.1509192627585,138.63301142622083,131.19233478910007,60.9987720872301,54.79848035837437,77.32275863400717,226.72356167274003,258.2947197300236,100.00096859246428,43.44365598860052,51.36674683548337,57.64559667267321,43.12492923782759,54.43438125127011,58.96937862221662,38.94867666348567,20.801455966627728,21.520164813480825,20.90219061177632,35.97582287446303,50.324404839986784,147.92617339949928,111.75410938343289,56.047796782160574,49.487231095482464,117.66268592685282,412.40096785843514,78.86464745876665,32.072798608979014,23.98757016168377,29.7969463920098,69.15296018254966,358.2774580721773,131.40537345504214,44.75617396685434,23.972148877278947,26.487916219221386,78.72788068380373,124.13466070271771,27.031078260115013,13.020608107506435,9.135639080090595,7.800774354581383,7.558807607880813,8.068376777578024,9.379365955703248,11.873546315620596,16.548053624916587,26.095335569920245,49.500189645874435
vcdConf1152,-0.0004312764597773895,-0.0006355545374003166,0.0003160693246369353,0.001159150675455432,-0.0027706902740624252,-0.0005522338915094614,-0.0009093289674837668,-0.004310515101246914,0.0033086869029599433,0.0006014129344093912,0.00030142892353088416,0.00042634993326041753,0.0015161314023260676,0.002321057887631676,0.002811907815684703,0.0006667176079644143,0.0018082984510063899,0.0022098830593588734,0.004435439919312453,0.0007896954915133719,0.00024311010800582382,2.904931834729441e-05,-0.00023557453059770494,-0.0012507100751185413,-0.005481564892412104,-0.0012234687874817275,-0.0002222342411208733,5.744124311694685e-05,0.0003008453192821078,0.0012360786868242078,0.008091191934754226,0.0013202672025023885,-0.0017131140542214207,-0.0027261792573934655,-0.0014168973948839663,0.004802340874721534,0.010373110131462722,0.0016687174252251714,0.00013660862567643013,-0.001376542468011488,-0.008338975969627075,0.0025253342184671105,-0.0027665064650214477,-0.004330222169184793,-0.02794860800543737,0.0009436155354309875,0.04481185814341418,0.014374008349110937,0.019504019978529127,0.003259493235511727,-0.00022260222204079625,-0.01676642425650034,-0.0016985027505531493,0.003371427320422103,0.0002698223913553771,7.348159985374352e-05,0.002338712594326336,0.004692088381109218,0.008205484876681917,0.006195535576623275,-0.0015504236644431285,-0.007032079350583762,0.00560332148055548,0.005520663515338992,-0.003037616974391308,0.021028780467203502,0.013625498236063308,0.002551203177708033,0.0009542297812007847,0.0006207507234681165,0.0012161642798034155,-0.002533807431697478,-0.002540129077415541,0.001150691328245135,0.0003469047723535911,0.00040577754851561326,0.00012299985906827712,0.00012092033126777883,2.7026168971271056e-05,-1.6088205785492056e-05,-7.26534828119917e-05,-0.00019138612560261423,-0.0005809242749587789,-0.002897315094214375,-0.00489707740582086,-0.0019374944166893374,-0.00032758268808822446,0.00021154501745421022,0.0017578370788340885,0.003032321332432441,0.0005321725522306232,0.00018949432671476642,9.953812312323384e-05,6.692508156975654e-05,5.41191377732183e-05,5.074433984186447e-05,5.389502569404542e-05,6.409887205673078e-05,8.556531835050382e-05,0.00013101056802821285,0.00024373643728025005
irConf1153,15.499440766894839,13.970802272877092,31.404536015762496,158.53973359859626,76.24833057031216,113.19990945508538,71.99667345369458,23.606122341908087,17.758814194626513,47.785209440094825,31.733474027688157,46.171703725219224,13.578416464598146,10.74993134330262,9.74310452625756,7.251157917116445,5.589176695057057,9.720088897852454,5.436038909713711,6.748127336434555,6.368088701825198,6.38957583073868,8.218842258193652,12.552290234636637,22.826033387538896,39.087724193705924,142.13126532030196,362.90302929525626,223.66215242469107,55.9845424531641,37.725160835668504,35.290211193562214,55.20451195925825,76.24006464797539,57.04339318716335,35.6079773317501,14.842999538510478,13.163425930311394,22.71190459963961,35.499585621675834,60.03083102780078,75.06033509478749,130.75953365683822,94.47545640929965,155.9359437112121,191.98625244809284,58.711338740777734,53.574358867549456,184.64983097997643,200.29979215070458,52.707424069119405,48.92525128699606,127.5240104758696,120.08981325503473,51.36137464655651,85.33757403807715,62.38261687990625,171.9836806481348,210.6930958689796,129.468868918796,47.440781086411846,72.49398092021396,171.63877873424502,67.711443106432,103.90115034948606,41.37375169191585,19.309437455612915,14.070969431281267,15.75804097118842,18.19082272125611,26.442087710567908,36.16473729642467,52.40743715835797,67.14649259142179,69.53386257087857,113.10119931227699,238.7478410287744,122.440405836062,33.82566458686115,18.981266697236887,16.590307152341854,21.81267163811777,48.275135258093606,245.14112033964557,140.47570972005278,35.8483876143913,19.43610043997369,25.807931093411106,53.309080652506225,13.610064102683086,7.699461888562229,6.08104398121246,5.5759915493642245,5.60566075691198,6.0486445966205125,6.951739386368148,8.508554741988995,11.160523363621078,15.923053272184074,25.457377980320395,48.53081956012028
vcdConf1153,0.0004628490278379001,0.0002043375582153318,0.00017152119697756024,-0.00021485609602202505,0.002118036839058261,0.004916656269938285,0.005752873543171965,0.0009810499650320305,3.951995200862868e-06,-0.002417873970556037,-0.0004366868220831807,0.0034862914201892565,0.0006897318262328011,-0.0003794073934932564,-0.002104199427386832,0.0011178682933920784,0.001135582439519688,0.004389311534963053,0.0006967417864328744,-0.00043848405012239484,-0.0003222912248468638,-0.00016268145019966108,-0.00021695495564848629,-0.0003192521342259499,-0.0005272779626880841,-0.0021394141254071643,-0.011909693913463377,-0.006638251631152109,-0.0011183765792752943,-0.0009051562404568225,-0.0016283291167011205,-0.0032425554589713577,-0.007273786616810878,0.002193508980595701,-5.0796111366910905e-05,-0.0007522232982328094,-0.00021901982953004363,4.754405894820562e-05,0.0016106347869816221,0.0025058417997164363,-0.0005989223139228713,-0.015156735261522374,-0.009112279101112735,-0.010743427800627495,-0.030755840669009205,-0.010825951696630828,-0.0016659636322889973,0.002513480480291257,0.0185243438451891,0.02035782851626993,0.0024552265414924572,-0.0043302386503206525,-0.023458442640459157,0.005067397945472169,0.0007453397922274113,0.0016646863145939527,0.0006895354516633828,9.320856801947516e-05,0.003299583827652309,0.01764169436902802,0.002742678853846117,-0.0009295339118016775,-0.006877241302898175,0.000938972972717435,-0.0026067707250855385,-0.00035400451590739693,5.916054895361368e-05,0.00016733433139333592,0.0003519752768847306,0.0006044384087684516,0.00170315092293856,0.001233114442897527,0.0050717665390296865,0.0055768049513965365,0.005430322116842652,0.006802359108700196,-0.008396516579621255,-0.0044872916184756665,-0.000831978791395699,-0.00027123581217913275,-0.0001326065007475197,-0.00014580680494736967,-0.0005165041829397517,-0.0044457558412934715,0.008897317502490374,0.001981148672117534,0.0005884227183064448,0.0007646668635715862,0.0017702155099064215,0.0003398352941677253,0.00013019151808868303,7.024616416522793e-05,4.430283949213952e-05,3.033069283437925e-05,2.1658498585880134e-05,1.5618004166513063e-05,1.0873771386648312e-05,6.532374571200763e-06,1.6389639000183222e-06,-5.586854268847057e-06,-2.0437780347166555e-05
irConf1154,17.59314935226414,34.59286091158029,15.207603157534583,34.825701263836194,46.529685308842055,13.574199900475914,17.75276296201155,41.66311733767776,43.94731283553704,10.60619678392705,5.2602715048347415,3.9650725039704207,4.192346754842524,8.95986286426309,10.909019242630881,9.800832253784746,12.005439898482097,12.203899619104405,33.011644125747964,8.59050015174868,5.47602972886573,5.664788480130487,7.8089440425671155,16.361029344578775,70.83881348441115,29.492834459736574,20.347552679913328,37.31698193398326,160.80713029782316,181.8417763301643,59.723645688986615,56.15057071318021,56.24737589063414,47.7780170824886,43.17141723953394,39.95007803024101,19.223461048240065,16.151477079127474,42.91705470929204,22.491930034475608,34.73212264120582,77.77566337315763,114.78618932012868,53.06010211858044,45.46527294249835,37.94441627028871,27.85963317241357,48.368889837218134,200.74470436842853,114.99855490070128,107.15824579726437,390.1377312407811,646.9383950074377,223.02879810700625,95.7434760762878,93.06169010416502,68.29497208194805,217.5313629766113,233.62190828814798,144.8043385151737,88.05883989479625,55.85524919061236,65.28199511022879,47.82354494728065,47.65852185848536,17.709911928059057,14.910831019757135,25.21054550354893,54.99624916368239,32.66600264188953,42.47971847094492,48.3587206384036,132.20887473078255,197.8775041192301,84.39795309539748,47.96093393428052,92.06863421790355,426.1237006994309,97.62742985934588,35.71989892447852,25.57076605018453,31.298916188416772,73.71994351093726,371.772245235668,134.44684411703082,42.00544680477168,24.10135565366613,27.514060957135296,80.1208576205457,157.7224973879559,32.2779307061987,14.679316692390175,9.948697413867986,8.311123559937947,7.944144643484464,8.414811449163617,9.75439267909865,12.368690589569965,17.352247853859726,27.734770664202387,53.99764128102387
