10x,10y,10z,12x,12y,12z,13x,13y,13z,30x,30y,30z,
3.635052,0.790266,-0.017818,4.488279,-0.241613,-0.581299,5.856436,-0.344703,-0.052810,4.541239,-0.110313,-1.589481,
3.625117,-1.081638,0.076409,4.446751,0.060779,0.438063,5.868957,-0.061877,0.097808,4.371900,0.199039,1.444636,
-4.065875,0.827501,-0.504836,-3.593163,-0.499133,-0.855719,-3.644037,-1.526209,0.190019,-4.103577,-0.834204,-1.669642,
3.020404,-0.042444,-0.706381,4.204592,0.087668,0.143230,5.427821,-0.559429,-0.348187,4.001305,-0.269944,1.075267,
-3.413730,-0.283305,0.429329,-4.185507,0.833110,-0.082366,-3.604438,2.176427,-0.078317,-4.543339,0.591573,-1.001689,
-3.391720,-0.367537,-0.928445,-4.834838,-0.346084,-1.054337,-5.691753,0.527862,-0.243925,-5.205829,-1.291698,-1.046841,
3.816983,-0.331051,-0.182906,3.007589,0.791686,0.256779,3.618686,2.123136,0.172949,2.693056,0.631237,1.210674,
3.046453,0.530491,-1.176038,4.421712,0.228461,-0.823312,4.773316,-0.674677,0.270928,4.995820,1.065133,-0.818456,
3.736842,-1.214485,-0.016190,5.121158,-1.049562,-0.410172,5.983003,-0.024673,0.193304,5.194976,-1.004059,-1.422487,
3.178696,0.346275,1.012046,4.569060,0.596349,1.334032,5.587048,0.860021,0.309553,4.913125,-0.103321,1.985261,
-3.155684,0.830825,-0.602003,-3.886961,-0.035995,0.309289,-5.025987,-0.745940,-0.277422,-3.237576,-0.719909,0.695699,
-3.333784,-0.275809,-0.552889,-2.643808,0.868354,0.012783,-3.450709,2.063544,0.285282,-2.169734,0.579310,0.864054,
-3.235191,-0.504153,-0.363092,-4.453116,-0.944538,0.289049,-5.714694,-0.301308,-0.108915,-4.537461,-1.947355,0.162928,
-2.976933,-1.185896,-0.486642,-4.112654,-0.371449,-0.891366,-5.213518,-0.236922,0.073050,-4.487486,-0.723193,-1.769340,
-3.130411,0.646979,0.498412,-4.443370,0.654719,1.113823,-5.680778,0.795784,0.347918,-4.525020,-0.041945,1.845535,
-3.379743,0.260484,0.729986,-2.923825,-1.002090,0.166092,-3.956314,-1.943511,-0.296920,-2.347132,-1.475818,0.858419,
3.570479,1.001330,-0.471640,3.635534,-0.412962,-0.151705,4.910953,-1.058210,-0.466990,2.891879,-0.902319,-0.645047,
3.853090,0.707078,0.063438,3.362180,-0.634497,-0.182507,4.310339,-1.740135,-0.008379,2.952006,-0.685246,-1.111596,
3.770991,-0.643353,1.008604,4.029589,0.784278,0.994467,3.808324,1.550009,-0.230050,3.531552,1.225741,1.763084,
3.727258,-1.195757,-0.061382,5.053729,-0.939592,-0.610742,5.974970,-0.028544,0.097528,5.518897,-1.837495,-0.702047,
3.757137,-0.213260,-0.153658,4.974865,0.520874,0.143569,6.230984,-0.235552,0.120647,4.856140,0.945947,1.060661,
-3.730504,-1.217214,-0.029538,-4.936169,-1.107451,0.783891,-5.976854,-0.125370,0.419023,-5.371311,-2.024746,0.799452,
-3.375260,-0.141145,-0.927977,-4.815635,-0.334740,-1.061717,-5.748529,0.405043,-0.188330,-5.057772,-0.116587,-2.023120,
3.875119,0.697079,0.011615,3.318819,-0.624125,-0.217743,4.215139,-1.767736,-0.013232,2.929619,-0.671899,-1.156213,
-3.729184,-1.242871,0.022799,-5.023571,-1.172032,0.669806,-6.007612,-0.137267,0.325393,-4.914258,-1.215621,1.679021,
-3.599696,0.998460,-0.778824,-4.578797,-0.072004,-0.628292,-5.704655,0.193948,0.271102,-4.950222,-0.319866,-1.539533,
-3.641670,0.938529,-0.142896,-4.410004,-0.275435,0.062909,-5.659575,-0.381653,-0.695483,-4.613216,-0.384636,1.055801,
-3.011282,0.010280,0.159149,-3.802951,0.831186,-0.757197,-4.999238,1.496293,-0.212984,-3.196270,1.542877,-1.161203,
3.394911,-0.232731,0.857214,3.214516,0.936117,0.002138,4.392863,1.750892,-0.319153,2.500422,1.537342,0.398961,
2.827939,0.722676,0.883554,3.638590,-0.478671,0.909007,4.931045,-0.463039,0.223089,3.078813,-1.260630,0.579604,
-3.569778,1.147387,-0.577077,-4.586051,0.329802,0.061524,-4.381016,-1.121435,0.096990,-4.813263,0.687316,0.984599,
3.762562,-1.154490,0.035124,3.560862,0.276360,-0.024923,4.740909,1.050511,-0.397005,2.805434,0.466234,-0.678707,
3.171293,0.546167,0.846110,4.558170,0.667193,1.284379,5.643553,0.782585,0.289728,4.609615,1.480809,1.889341,
3.042653,-0.145035,-0.921191,4.039766,-0.695323,-0.015661,5.350052,-0.033949,0.004909,4.169024,-1.685829,-0.203021,
3.504755,-0.844263,1.105088,3.796058,0.542843,0.834024,4.864873,0.929132,-0.086247,2.962319,1.109426,0.721982,
3.529014,0.667529,-0.244394,3.063161,-0.704119,-0.177160,4.086777,-1.753737,-0.120516,2.432585,-0.802268,0.613692,
3.661376,-0.832204,0.957243,4.440470,0.000183,0.031459,4.399392,1.453120,0.257100,5.411749,-0.294320,0.073497,
3.565472,-0.941245,-0.081800,4.466306,0.137761,0.277016,5.777565,0.127581,-0.376691,4.598140,0.156510,1.287556,
-3.640017,1.050394,-0.831944,-4.717837,0.083140,-0.740272,-5.209853,-0.293527,0.587281,-4.492465,-0.752971,-1.271197,
3.618705,0.966865,0.117828,4.424286,-0.165442,-0.301182,5.782018,-0.226194,0.247402,4.475714,-0.187496,-1.318998,
-3.299484,0.640830,-0.933435,-4.206818,-0.454654,-0.681132,-5.421757,-0.240037,0.098869,-3.725708,-1.308689,-0.417902,
-3.088174,0.679660,-0.845964,-3.828259,-0.555297,-0.679456,-4.965732,-0.569064,0.240702,-3.177568,-1.298879,-0.440857,
2.758783,-0.898399,0.292553,3.910287,-0.118798,0.719610,5.197711,-0.442857,0.093503,4.008201,-0.169026,1.729916,
3.971771,-0.705363,-0.203193,3.988232,0.648713,0.319711,4.975379,1.555426,-0.272190,4.122574,0.625978,1.329944,
4.080952,-1.083065,0.145166,4.347938,0.191034,0.788137,4.125606,1.437217,0.044514,3.866619,0.239788,1.681891,
-3.602790,-1.003934,0.694702,-4.553230,0.090767,0.584775,-5.371408,0.124510,-0.632220,-5.164069,0.108781,1.397001,
-3.862264,0.535349,-0.909113,-4.111801,-0.881333,-0.661483,-5.310799,-1.248560,0.103979,-4.127198,-1.384644,-1.542090,
-2.988333,-0.004411,0.666768,-4.151394,-0.248549,-0.188358,-5.357248,-0.738490,0.498543,-3.896001,-0.922657,-0.905997,
-3.572569,0.492103,-0.696365,-4.432291,-0.169713,0.272343,-5.495582,-1.006817,-0.289708,-4.853958,0.528913,0.883586,
-3.003758,0.055924,0.958826,-3.915531,-0.665643,0.077331,-5.341676,-0.596019,0.409100,-3.636220,-1.639877,0.032863,
3.013496,0.743786,0.364667,4.083846,-0.210636,0.604093,5.425926,0.192438,0.176289,4.106481,-0.480798,1.583072,
3.027206,0.365946,-0.879059,3.845543,-0.148627,0.207742,5.104541,-0.781265,-0.186213,3.298193,-0.811528,0.753781,
3.157365,-0.167978,-0.929026,3.925421,1.026235,-0.619027,5.147964,0.871855,0.178416,3.330855,1.763819,-0.252053,
2.597683,-0.632182,0.967522,3.574931,0.437708,0.992580,4.878267,0.239691,0.349439,3.149396,1.298602,0.660026,
3.587175,0.443846,0.987300,3.220086,-0.948548,0.796728,4.098783,-1.809947,0.001147,2.264829,-1.013557,0.462411,
3.692239,-0.570981,-0.238898,4.443650,0.342899,0.604377,4.437774,1.771181,0.273060,4.141454,0.200713,1.565329,
3.758355,0.307711,0.000701,4.962880,-0.260026,0.581477,6.240680,0.337179,0.179882,4.970411,-1.251821,0.352997,
-2.710518,-0.002557,0.965538,-3.774652,-0.676972,0.230205,-5.111635,-0.641770,0.830081,-3.511084,-1.643542,0.071025,
-3.554720,-0.171191,-1.116888,-4.675169,-0.419387,-0.229900,-5.424011,0.689241,0.347939,-4.464941,-1.160734,0.426982,
3.326845,1.213663,0.266727,4.509185,0.498445,0.706939,5.499433,0.037614,-0.258028,4.279978,-0.184094,1.418934,
-3.688157,-0.365502,-0.795315,-3.222552,0.666075,0.106782,-4.102414,1.817593,0.316313,-2.993057,0.235731,0.998639,
3.906325,0.749967,-0.371861,3.600426,-0.591204,-0.866273,4.337374,-1.722401,-0.283628,3.725197,-0.616991,-1.873033,
3.514536,0.918730,-0.133788,4.488773,-0.160597,-0.174841,5.644422,-0.006653,0.713056,4.823730,-0.277849,-1.130678,
3.348101,-0.753317,0.887307,3.416850,0.527790,0.208623,4.568597,1.355309,0.570244,2.565564,1.053110,0.395799,
-3.939942,-0.486044,0.717185,-3.920678,0.973769,0.700950,-4.952461,1.669091,-0.080440,-3.947936,1.325930,1.651934,
3.857284,0.702707,0.023722,3.308951,-0.635405,-0.099048,4.244945,-1.755930,0.044768,2.812192,-0.721850,-0.981669,
3.952882,-0.492605,-0.249120,3.784986,0.851097,-0.771437,3.285445,1.894256,0.127291,3.241252,0.839629,-1.629254,
3.634656,1.150071,0.733848,4.607546,0.110241,1.013441,5.247656,-0.570942,-0.114715,4.220226,-0.577875,1.652480,
-4.163006,-0.912966,-0.739669,-4.335067,0.447679,-1.202077,-4.695766,1.560303,-0.316657,-3.608544,0.725536,-1.852617,
-3.854572,0.596200,0.767070,-4.469249,-0.084570,-0.357977,-4.259862,-1.514683,-0.558370,-4.388935,0.456111,-1.210345,
-3.996268,0.795454,1.234240,-4.367366,-0.603249,1.245907,-5.024055,-1.272283,0.117338,-3.638448,-1.189392,1.637524,
-4.114233,-0.821584,0.729025,-4.317914,0.601654,0.890458,-4.672895,1.411044,-0.276616,-3.584519,1.040335,1.437803,
3.688897,-0.586016,0.899894,4.237175,0.474177,0.043965,3.867857,1.855320,0.388272,5.250776,0.409129,0.060635,
3.845177,-0.581372,0.193966,4.022315,0.393004,-0.868513,4.132466,1.815716,-0.532850,3.365241,0.251423,-1.627608,
3.849244,-0.453535,0.306711,3.821589,0.717041,-0.550554,3.127889,1.916557,-0.076225,3.501883,0.474162,-1.483466,
3.633883,-1.172055,-0.583751,4.447043,0.001603,-0.857140,5.345303,0.434470,0.220220,4.990780,-0.138687,-1.704623,
3.596855,0.472434,0.965629,3.231347,-0.925096,0.828266,4.092507,-1.803125,0.029499,2.268975,-0.997844,0.516242,
3.866207,-0.260004,0.642367,4.223381,0.656697,-0.425052,3.669425,2.005716,-0.454996,4.216822,0.198966,-1.328202,
3.561447,-0.618422,-0.879121,3.475408,0.821951,-0.816993,4.417064,1.591831,-0.011955,2.518602,1.142299,-0.707037,
-3.991379,-1.352077,-0.425706,-4.097000,0.045190,-0.819762,-3.987601,1.078531,0.216405,-4.982819,0.175888,-1.303604,
-3.681884,-1.079044,0.635475,-4.547488,0.086478,0.558635,-5.247188,0.292314,-0.715174,-5.229970,0.066749,1.311831,
4.011839,-0.777709,-0.701563,4.179613,0.674042,-0.706182,5.320887,1.193665,0.053637,4.266926,0.996589,-1.664468,
4.065872,-0.631117,-0.209725,4.226990,0.597089,-0.958875,4.166489,1.915302,-0.327154,3.711713,0.587404,-1.832082,
-3.492915,-1.017168,0.566679,-4.506633,0.022536,0.687805,-5.528273,0.051933,-0.365259,-4.968062,-0.046988,1.590857,
-3.777552,-1.179310,-0.265502,-3.613175,0.253737,-0.219217,-4.835325,1.038960,-0.066595,-2.934503,0.499145,0.497847,
3.127385,0.573977,0.774142,4.237752,0.169549,-0.067816,4.869099,-1.108609,0.268204,4.948854,0.899320,-0.079318,
3.808198,-0.695077,-0.072232,3.562208,0.508461,-0.848177,3.633975,1.810471,-0.178366,2.691564,0.420023,-1.361941,
-3.786771,0.711011,-0.595795,-3.510063,-0.692887,-0.834277,-4.237620,-1.698666,-0.053905,-2.511098,-0.859804,-0.780165,
-3.126193,0.458077,-0.596761,-3.850845,-0.803209,-0.580757,-5.161011,-0.805844,0.081756,-3.965360,-1.141654,-1.533075,
-3.861812,0.734428,-1.045654,-4.261041,-0.636796,-0.736383,-5.552762,-0.795935,-0.061029,-4.285932,-1.178626,-1.594129,
-3.711959,-0.218727,-0.194357,-3.297762,0.685169,0.865051,-2.963335,2.071138,0.527550,-2.555485,0.263003,1.413356,
-3.869690,-0.866165,0.565928,-3.696770,0.526781,0.186136,-4.939957,1.288924,0.055010,-3.124530,0.957367,0.910167,
-3.706155,0.356242,-0.606928,-4.477268,0.047046,0.584896,-5.751234,-0.662156,0.395893,-4.661631,0.911232,1.090560,
3.596831,-0.451993,-0.788711,4.584326,0.462368,-0.248569,4.260674,1.861756,0.035829,5.048389,0.033041,0.546215,
3.251780,0.530862,0.716782,4.337859,0.252583,-0.206818,5.049239,-1.023205,-0.042223,5.016651,1.009363,-0.157587,
-3.965036,-0.578857,-0.378495,-4.316152,0.363552,0.662712,-4.140443,1.807358,0.506183,-4.013207,0.056527,1.580312,
3.925129,0.781559,0.248474,3.769653,-0.225715,-0.798833,4.431265,-1.524519,-0.606319,4.076382,0.158160,-1.686680,
-3.436355,0.742107,-0.362177,-4.339545,0.197458,0.636723,-5.149019,-0.966031,0.246758,-4.965537,0.934491,0.954143,
2.854247,-0.080533,1.118607,4.267167,-0.226293,0.744292,4.937688,0.928060,0.119912,4.794786,-0.479902,1.574403,
3.165019,0.950059,0.931589,4.223182,1.203686,-0.029673,5.230341,0.163768,-0.281571,3.826924,1.510765,-0.913712,
3.137106,-0.092622,0.764356,4.598730,-0.089234,0.845508,5.310953,-0.851159,-0.190727,4.901617,-0.409846,1.761481,
-3.255012,-1.242226,-0.738941,-4.344950,-0.342040,-1.107905,-5.451838,-0.086526,-0.160251,-4.751263,-0.694748,-1.967082,
3.669403,-0.320446,0.090467,3.237609,0.699692,-0.864912,3.382309,2.109249,-0.470790,3.714867,0.564922,-1.750141,
-3.709746,0.673980,-0.319969,-4.432058,-0.285273,0.499098,-5.743895,-0.732103,0.006659,-4.556060,0.112106,1.428227,
-3.445171,-0.551675,-1.119731,-3.298311,0.886603,-1.078514,-4.158281,1.769694,-0.287673,-2.323560,1.154862,-1.000486,
-3.167134,0.509372,-0.487842,-3.822172,-0.237068,0.578097,-4.947833,-1.094637,0.181118,-3.117820,-0.819497,1.025513,
-3.978577,-1.115359,0.726685,-4.573141,-0.224352,-0.243527,-4.734640,1.202347,0.035023,-4.243160,-0.389741,-1.188778,
-3.698206,-0.123113,-0.125464,-3.184047,0.762208,0.902712,-2.784328,2.121537,0.527489,-2.445318,0.301910,1.423903,
3.806054,-0.629935,-0.097141,3.486379,0.561546,-0.860651,3.508212,1.860186,-0.179626,2.613370,0.433380,-1.361167,
-3.600196,0.366253,-1.198253,-4.213298,-0.957199,-1.178822,-5.103232,-1.330314,-0.060793,-4.744506,-1.053908,-2.039010,
3.484796,0.781928,-1.046473,3.633330,-0.656299,-1.057437,4.616585,-1.379450,-0.248313,2.732274,-1.121111,-1.046176,
-3.635141,-0.594322,0.878901,-4.068005,0.745468,1.260578,-4.710450,1.616337,0.255814,-4.715878,0.641702,2.035754,
-3.674971,0.807374,-0.041343,-4.428780,-0.241357,0.625660,-5.835847,-0.408546,0.231817,-4.393923,-0.075561,1.629596,
-3.673464,1.404776,-0.357419,-4.759461,0.469037,-0.545762,-5.286924,-0.258210,0.610489,-4.611787,-0.146799,-1.338530,
3.604432,-0.557401,-0.964536,4.228962,0.713080,-1.273663,4.839206,1.551247,-0.233161,3.610000,1.278932,-1.847241,
-3.661833,-0.265576,0.627611,-4.477495,-0.113847,-0.569501,-5.611087,0.818990,-0.483981,-4.839166,-1.029183,-0.830788,
-3.151855,0.609648,-0.716721,-3.865784,-0.650205,-0.788721,-5.131309,-0.763200,-0.048018,-4.033207,-0.865890,-1.765614,
-3.992635,0.983153,-0.869948,-4.412451,-0.342898,-1.272193,-5.044660,-1.277807,-0.337775,-3.701418,-0.812748,-1.821877,
3.705484,-0.662984,-0.508363,3.330923,0.478161,0.297430,4.331070,1.532694,0.474441,2.469961,0.872043,-0.071807,
-2.767563,-0.667395,0.952359,-3.497654,0.582079,0.868500,-4.816971,0.573004,0.239369,-2.906740,1.283895,0.431187,
-3.601111,0.707920,0.385078,-4.537782,-0.406793,0.344363,-5.757184,-0.217792,-0.455419,-4.815362,-0.629425,1.298417,
-3.916196,-0.406268,0.911530,-3.249677,0.887040,0.915738,-3.864326,1.941984,0.106245,-3.177692,1.224302,1.870016,
3.736260,0.969752,-0.184800,3.513200,-0.458093,-0.127006,4.672125,-1.307803,0.153162,2.771774,-0.648144,0.541522,
-3.706640,-0.135830,-0.058358,-3.136944,0.775203,0.917106,-2.767588,2.129080,0.499722,-2.377342,0.328979,1.418955,
-2.788908,-0.565280,0.401648,-3.788491,-0.341293,-0.635881,-5.156235,-0.816042,-0.396308,-3.455425,-0.720313,-1.515866,
-3.292813,-0.727869,0.656582,-4.500367,-0.051920,0.169385,-4.597606,1.394047,0.412173,-5.317264,-0.495263,0.577627,
2.803076,0.332021,1.197896,3.609326,-0.769485,0.729847,5.034840,-0.596188,0.476599,3.141617,-1.292603,-0.003681,
3.507816,-1.065845,0.323651,4.905632,-0.691472,0.254152,5.365947,0.700221,0.323143,5.361131,-1.165132,-0.520293,
3.943838,-0.531923,-0.265701,3.775497,0.820765,-0.765090,3.964824,1.938649,0.156174,2.928028,0.934579,-1.313017,
-3.069620,0.645459,-0.992667,-3.824009,-0.544584,-0.682057,-5.163717,-0.451882,-0.114134,-3.249843,-1.243839,-0.221909,
-3.502419,-0.493134,0.890474,-3.363401,0.943628,0.981324,-4.226081,1.864867,0.242244,-2.388861,1.218036,0.920370,
3.850049,-0.485452,0.293863,3.810441,0.697819,-0.545657,3.774063,2.011845,0.091074,3.124330,0.629079,-1.291110,
-3.516969,0.800541,-0.783043,-3.699198,-0.616917,-1.003812,-4.709680,-1.399377,-0.292623,-2.806746,-1.098277,-1.029384,
3.807256,-0.641505,-0.140178,3.462651,0.565023,-0.869319,3.513831,1.854961,-0.176835,2.579636,0.447815,-1.353589,
-3.110073,0.773033,0.227516,-4.242325,1.377036,-0.445030,-5.627302,0.971317,-0.182887,-4.076787,1.404943,-1.446604,
-3.460089,-0.486311,-0.621569,-3.053882,0.809145,-0.100462,-4.132231,1.674497,0.388860,-2.526503,1.312103,-0.813168,
3.621237,-0.818554,0.122842,3.192189,0.568865,0.110093,4.271693,1.538782,-0.083887,2.508100,0.686960,-0.633241,
-4.022548,-1.020488,-0.693618,-3.638716,0.351418,-0.951907,-3.705860,1.302019,0.163469,-4.194798,0.710002,-1.725646,
-3.733488,0.636031,-0.144988,-3.533452,-0.576162,0.630265,-4.362659,-1.734134,0.277781,-2.552566,-0.835763,0.571718,
3.308068,-0.563337,-0.824155,4.128108,0.626628,-0.883495,5.372622,0.753697,-0.124642,3.567470,1.469311,-0.818319,
-3.683919,0.410014,-0.301742,-4.950433,-0.265110,-0.569406,-6.184143,0.379351,-0.088688,-5.032874,-0.415644,-1.573365,
-3.260088,-1.207650,-0.875975,-4.463467,-0.451210,-1.146369,-5.465292,-0.135339,-0.122257,-4.287781,0.351642,-1.740214,
-3.682254,-1.064955,-0.075213,-3.273232,0.294214,0.257022,-4.340991,1.293604,0.352122,-2.561067,0.598596,-0.404554,
-3.028179,0.748137,-0.835369,-3.742563,-0.506461,-0.705344,-4.902520,-0.555200,0.182366,-3.083752,-1.240674,-0.460855,
-3.369466,-0.453178,-1.116963,-3.210206,0.966174,-0.834171,-4.297692,1.746867,-0.212432,-2.934467,1.427356,-1.692378,
3.879468,-0.591920,1.160233,3.269866,0.719814,1.087959,3.447438,1.486970,-0.150270,3.598907,1.279499,1.872317,
3.265822,0.587506,-0.962524,4.518248,0.414305,-0.250527,4.968845,-0.914894,0.148505,4.637268,1.113858,0.471774,
-3.961913,0.526539,-0.657243,-4.066529,-0.931566,-0.674522,-5.173220,-1.544527,0.073837,-4.114929,-1.256125,-1.634466,
3.401272,-1.462043,-0.152247,4.428987,-1.121592,0.807750,5.502013,-0.159442,0.533936,4.055033,-0.989894,1.740961,
-3.462062,-0.745802,-0.967391,-3.572014,0.702316,-0.871088,-4.756597,1.340147,-0.265032,-3.433463,1.091468,-1.795325,
-3.302178,0.274647,-0.785609,-4.705173,0.131332,-1.166647,-5.767703,0.443790,-0.190576,-4.853916,0.721753,-1.979021,
-3.118829,0.676554,-0.575386,-4.436133,0.928244,-1.154687,-5.639255,0.857318,-0.301964,-4.407509,1.856603,-1.564683,
2.963893,-0.233227,-1.096477,3.835188,-1.150461,-0.396689,5.172839,-0.796414,0.082389,3.325379,-1.690664,0.293496,
-3.375796,-0.442414,-1.141068,-3.228587,0.976673,-0.843297,-4.329769,1.737583,-0.215662,-2.962649,1.447436,-1.699413,
2.621719,1.105936,-0.287691,3.597470,0.545763,-1.195537,5.012017,0.368633,-0.860103,3.227853,-0.264513,-1.680335,
-3.590328,0.636996,1.274913,-3.321409,-0.780294,1.165236,-4.076836,-1.662696,0.266303,-2.326947,-0.933029,1.038247,
3.588102,0.080244,-0.394727,4.653400,0.055414,0.591995,5.855031,-0.715789,0.256317,4.254958,-0.304061,1.456811,
-3.895193,0.567878,1.348218,-4.259664,-0.824033,1.185749,-5.035848,-1.326896,0.047216,-3.482047,-1.442713,1.389230,
3.217870,-0.662875,-0.722017,3.829957,0.527712,-1.275222,4.895506,1.261719,-0.584596,3.112786,1.175344,-1.587551,
2.834897,0.958888,0.512232,3.574840,-0.045412,1.242014,4.993069,-0.305482,0.997887,3.041733,-0.906004,1.307159,
-3.940348,0.790081,-0.514320,-3.508283,-0.544527,-0.900581,-4.089640,-1.692899,-0.193389,-3.651723,-0.676004,-1.895915,
3.815285,0.397820,0.867308,3.135587,-0.888754,0.905325,3.656626,-1.971553,0.060111,3.095820,-1.223789,1.861942,
4.004769,-0.565321,-0.199887,4.097484,0.656885,-0.970225,4.006148,1.981668,-0.355826,3.565329,0.613222,-1.831776,
-2.985367,-0.396298,-1.068928,-2.643627,0.968742,-0.679803,-3.671137,1.891065,-0.148883,-2.216525,1.410521,-1.486440,
3.837704,-0.475921,-0.403858,3.619393,0.813054,-1.038177,3.784285,2.040533,-0.253201,2.754979,0.833571,-1.567411,
3.354741,-0.285670,0.496491,2.632570,0.868549,-0.012742,3.424226,2.077855,-0.268973,2.150466,0.600337,-0.866436,
3.001717,-0.376519,-0.847798,3.218251,1.045490,-1.085842,4.371829,1.734191,-0.475368,3.274526,1.177836,-2.090257,
-2.943769,-0.354607,-1.100675,-2.618838,1.002150,-0.664761,-3.670607,1.898998,-0.130526,-2.188781,1.468893,-1.455903,
-3.921101,-0.865800,-0.147070,-3.903301,0.392237,-0.887701,-4.800338,1.468848,-0.448921,-4.074110,0.212191,-1.871388,
3.322609,-0.368175,0.416553,4.649574,0.091571,0.793349,5.726143,-0.191148,-0.161127,4.586015,1.098793,0.932082,
4.096954,-0.988454,0.081368,4.267203,0.108752,1.030285,4.594534,1.465831,0.550457,4.986444,-0.163690,1.690831,
-3.133691,0.543683,-0.924801,-4.090289,1.067473,0.039105,-5.419736,0.449427,0.209648,-4.215485,2.054824,-0.146827,
2.741021,-0.524345,1.117591,4.155482,-0.410744,0.740571,4.736588,0.940673,0.769673,4.701921,-0.998330,1.363578,
2.989530,-0.376217,-0.862201,3.202389,1.042443,-1.104433,4.329864,1.752422,-0.472328,3.271990,1.173360,-2.108168,
3.073646,0.561611,-1.045004,4.381903,0.388394,-0.400859,4.925985,-0.978389,-0.376720,5.054674,0.982839,-0.876301,
2.582589,1.056862,-0.308960,3.597191,0.465765,-1.152218,5.033252,0.458037,-0.897044,3.276625,-0.356894,-1.646112,
3.847473,-0.866545,-0.877789,4.248653,0.530799,-0.769809,5.273052,0.830780,0.237770,4.571042,0.867584,-1.673219,
-3.476836,0.252564,-0.691926,-4.376371,-0.075216,0.402523,-5.708598,0.538944,0.378726,-4.474193,-1.088542,0.412443,
2.786618,-0.864442,0.694321,3.866598,0.007952,1.134555,5.251615,-0.194599,0.659036,3.870941,0.015692,2.146710,
3.254933,-0.460180,0.175573,4.522590,-0.007362,0.744334,5.716529,-0.165120,-0.097205,4.684808,-0.452113,1.643873,
3.987290,-0.782417,-0.653749,4.153735,0.665331,-0.696922,4.990632,1.248789,0.358385,4.527988,0.942327,-1.600654,
2.757266,0.404038,0.586560,4.076434,0.052415,0.060497,5.148773,1.027632,0.296004,4.012970,-0.123889,-0.940875,
-3.172776,0.478357,0.333772,-4.536803,0.348078,0.820127,-5.598787,0.625981,-0.152001,-4.640135,-0.607067,1.159014,
3.324304,-0.805257,0.424174,4.322698,-0.104468,-0.378505,5.062799,0.966032,0.306831,4.992578,-0.785638,-0.732693,
3.327039,0.714861,0.668437,4.468765,0.045233,0.043646,4.339119,-1.403665,-0.170274,5.316892,0.228279,0.573576,
-2.724658,0.658817,-0.052903,-4.021842,0.055496,0.257309,-5.076671,0.990838,0.679680,-3.895283,-0.636736,0.991784,
-3.129756,-0.154936,0.407411,-4.120400,0.574091,-0.382416,-5.323369,1.010116,0.341974,-3.668676,1.397409,-0.778299,
3.650710,0.661400,-0.589246,3.510873,-0.405219,0.396611,4.521043,-1.473167,0.394659,2.581788,-0.807103,0.302189,
-3.176691,-0.580999,0.683317,-4.243085,0.326960,0.246443,-4.053026,1.757781,0.519994,-5.119398,0.039076,0.670347,
-3.213471,-0.586923,0.643610,-4.205812,0.351539,0.117574,-3.790277,1.758423,0.023345,-5.065397,0.294041,0.657382,
-3.453410,0.166420,0.724949,-3.957853,-0.218805,-0.594990,-5.167274,-1.060006,-0.638049,-3.219892,-0.701338,-1.102376,
-3.983362,-0.854371,-0.434870,-3.996998,0.513161,0.053572,-5.167230,1.311775,-0.311631,-3.898461,0.486537,1.067505,
3.747622,-0.510134,0.868976,4.130877,0.572873,-0.043251,3.280637,1.772135,-0.037820,5.091302,0.854957,0.132241,
3.396157,-0.538659,-0.807536,4.334643,-0.135328,0.223926,5.595702,-0.875233,0.269177,4.519459,0.860219,0.109813,
3.483712,0.262064,-0.308264,4.829163,0.501233,0.183331,5.768629,-0.623104,0.139916,4.744259,0.833378,1.142241,
-3.277855,0.751671,0.200256,-4.230018,-0.095478,-0.511434,-4.885105,-1.145345,0.278114,-4.943794,0.482367,-0.954983,
3.711647,0.780716,-0.966732,4.345731,-0.077883,0.039405,3.798010,-1.434255,0.189544,5.343530,-0.148907,-0.139848,
3.388118,0.133786,0.674370,4.844166,0.303340,0.597120,5.631078,-0.718274,-0.114650,5.222169,0.399220,1.534079,
3.227804,-0.034774,-0.301659,4.627902,0.066422,0.066999,5.309795,1.264263,-0.423710,5.092216,-0.754718,-0.316757,
-3.238969,-0.975002,-0.225339,-4.302044,-0.006781,-0.027009,-5.611629,-0.371846,-0.567272,-4.377346,0.177693,0.972306,
-3.349625,0.146596,-0.246422,-4.691813,0.081211,0.302221,-5.574629,-0.891353,-0.342528,-5.096623,1.009835,0.197778,
-3.373737,-0.044445,-0.424959,-4.793625,-0.186640,-0.155498,-5.558647,1.041513,0.078289,-4.886346,-0.801211,0.651182,
3.411337,-0.204771,0.630403,3.718915,0.569034,-0.574576,4.777567,1.589088,-0.472935,2.870166,1.025984,-0.899451,
-3.210162,-0.104251,-0.756763,-4.661102,-0.056815,-0.974786,-5.521847,-0.915547,-0.143389,-4.862031,-0.255155,-1.949603,
-3.523828,-0.356046,-0.877630,-3.465110,0.466045,0.326337,-4.332765,1.650883,0.387457,-2.497442,0.736083,0.482063,
-3.116111,0.482452,0.162752,-4.463711,0.294770,0.695693,-5.579379,0.645393,-0.193535,-4.567584,0.791338,1.576542,
3.174594,0.141750,0.160846,4.623328,0.048121,0.334027,5.368269,1.308277,0.197746,4.808746,-0.335671,1.259713,
3.898254,-0.690098,0.894182,4.133814,0.406823,-0.027676,5.313516,1.228699,0.243067,4.188779,0.021195,-0.969347,
