D88,D27,D14,D33,D36,D45,D57,D63,D54
-176.8714,91.3131,-1.5355,-176.8777,-171.6551,-75.8578,-154.4344,172.3821,89.4279
-173.9076,86.2309,-178.5921,178.6481,69.7343,63.9177,-163.9503,173.3033,47.6866
177.1084,-86.3701,-179.2675,-179.5664,-61.2065,175.5072,168.6432,70.7317,67.3474
-177.4416,-87.1665,178.7087,-176.9795,-171.7332,-75.0345,-156.1526,78.0887,88.9641
-173.8748,-92.3974,0.3257,177.7277,-70.0802,-61.9556,-176.5024,165.1067,-63.7309
177.3124,-86.6157,178.6034,101.8063,-71.0702,-170.6949,164.3309,-70.5779,158.3861
-170.8185,-90.7591,-28.7271,102.3886,46.9083,-167.0963,-87.7174,163.8351,152.7137
-174.1798,85.7759,179.5339,-179.8629,-62.7591,-172.9433,-61.3045,172.5595,-167.5998
-172.5611,-92.6722,-2.6176,-175.6692,-61.4907,-80.4599,133.691,164.0193,80.3848
175.2917,92.448,-1.2819,-177.1017,-166.167,-58.7569,-170.0253,166.0934,-164.1335
179.6621,87.2579,177.6415,86.296,-176.3539,70.2773,-163.1553,173.8082,-48.824
174.1755,-85.9956,-179.3706,179.6831,-63.4196,-173.1996,-60.6209,172.9408,-170.861
-172.4042,-92.9143,1.7431,176.8618,62.5438,55.7649,154.1463,61.4956,53.2302
173.5464,-85.9775,-178.2487,177.5943,53.4732,-163.6528,-104.1476,67.9284,156.9788
-172.0696,-92.99,1.657,176.6826,61.7468,54.7323,158.8022,160.2549,54.1498
179.1682,92.0132,-0.7186,-177.3841,-166.7918,-170.0227,162.2077,-70.3995,156.3083
-179.2447,-92.082,-1.7983,-177.3849,-166.9672,-170.1593,162.3721,-70.4182,156.3223
170.2647,91.669,-28.1825,101.1678,45.2596,-167.0189,-87.9986,163.798,152.4426
177.4024,-91.3443,-3.07,-176.6889,-172.1409,-75.9073,-154.5532,172.4215,89.2744
-176.5053,-92.0115,-1.5349,-177.5565,177.0177,62.539,153.2738,61.6191,-49.5178
177.3104,92.1067,-1.1283,101.8066,-71.0708,-170.695,164.3305,-70.5778,158.3862
175.9744,-86.2325,-179.034,177.0777,-70.4826,-62.0125,-177.0664,165.0736,-63.5854
175.8179,-86.516,179.5026,-177.9321,176.7729,62.4851,153.54,61.5454,-50.0248
-174.1791,-92.9315,-0.3217,-179.863,-62.759,-172.9433,-61.3042,172.5598,-167.6008
-172.3805,85.8447,-178.6427,176.8765,62.5479,55.77,154.1319,61.5031,53.2376
-177.841,-92.1971,-0.7651,-178.684,-61.0673,175.6379,168.5656,70.7944,67.172
177.2613,87.2478,177.2091,-176.8292,-172.1027,-74.9833,-156.2548,78.0648,88.7462
-175.2547,86.119,178.0169,-176.6201,-165.9901,-58.6639,-170.0042,166.0499,-164.191
174.1585,-85.9923,-179.3685,179.6811,-63.4282,-173.2031,-60.6126,172.9559,-170.8906
-172.069,85.7804,-178.7126,176.6753,61.7497,54.7308,158.804,160.2594,54.1382
-175.0602,-92.6403,1.6767,177.4399,86.0863,-59.9105,-172.1548,164.8472,28.4707
174.7659,92.2971,-1.3035,-178.1841,177.871,61.6368,108.822,168.8042,-49.6488
-174.5724,-92.3519,1.33,176.8327,66.0623,-174.3724,-96.9274,60.6275,52.3412
172.3663,92.8275,2.7848,175.8283,62.2507,55.7454,154.2305,61.4708,52.7671
173.5663,92.452,-29.2123,109.345,62.9757,173.7008,175.9533,169.5705,61.4078
-168.8084,87.1231,150.5299,104.5083,51.0839,-82.4552,-161.9045,-56.9988,98.6353
-177.5129,86.6818,178.5023,-177.6635,176.9136,62.12,156.7491,160.1858,-49.5708
176.642,-86.8487,178.3934,86.2394,-179.7249,69.8793,94.0484,70.782,-48.9353
177.1728,92.2849,0.6416,-179.5557,-61.2103,175.5044,168.6495,70.7511,67.3568
172.4552,92.8607,2.8775,175.56,61.5749,54.8047,158.8201,160.3642,53.5772
175.5894,92.2817,-0.9372,-177.7394,176.6287,62.4016,157.7403,160.1815,-50.0563
175.8968,-86.3473,-177.9281,177.8375,86.0212,-59.7494,-171.34,165.041,27.5638
170.2688,91.6692,-28.1821,101.1675,45.2589,-167.0192,-87.9988,163.7976,152.443
173.6651,87.6535,-178.5308,80.8971,-172.0273,-170.1747,165.5513,161.9389,155.9579
-176.3794,-91.677,-36.1074,114.5105,65.2518,174.6513,176.0546,169.6027,59.4142
177.3456,92.2682,2.1987,176.5009,65.942,-174.0957,-96.8974,60.8025,51.7591
-176.2276,-92.1383,-2.0758,-177.8243,178.0678,61.727,108.9332,168.766,-49.1466
173.5462,-85.9791,-178.2488,177.5953,53.4734,-163.6523,-104.1478,67.9288,156.9783
-175.2165,86.1172,178.0158,-176.6172,-165.9883,-58.6658,-170.0067,166.0496,-164.1724
-176.3858,86.8702,146.2466,114.511,65.2522,174.6514,176.0533,169.6023,59.414
-172.6365,-92.8354,-0.3143,-82.3165,-59.3973,-79.2828,134.2909,163.43,78.7427
172.3662,92.8276,2.7847,175.8284,62.2508,55.7455,154.2305,61.4709,52.767
-171.8427,-93.2723,-2.0218,-176.8328,-59.506,-75.163,109.277,71.9564,85.8329
176.0115,-86.2337,-179.0417,177.0869,-70.4813,-62.0139,-177.0626,165.0823,-63.5836
172.4191,92.8647,2.8889,175.5491,61.5821,54.8113,158.8166,160.3711,53.5625
-176.9143,91.3204,-1.5299,-176.8839,-171.6557,-75.858,-154.4401,172.3806,89.4333
-176.7197,90.8448,4.4666,80.2704,-171.1816,-170.3611,165.8071,161.947,156.4122
-176.689,86.9417,177.086,86.869,179.9135,69.9582,94.4072,70.8306,-47.5019
177.0752,-86.7454,178.4472,85.8962,172.2473,-58.6388,-178.0348,-68.3293,-41.615
-171.943,-92.7211,0.7443,178.3124,-66.6954,-59.8388,178.2117,64.8047,-169.3483
-172.6291,-92.8363,-0.313,-82.317,-59.3971,-79.2833,134.2921,163.4298,78.7426
-176.5059,86.6589,178.5793,-177.5566,177.0177,62.5389,153.2737,61.6191,-49.5178
175.825,92.2555,-0.7585,-177.9339,176.7744,62.4846,153.5366,61.5465,-50.0253
173.4573,92.6599,-0.9629,-177.6769,-62.1733,-82.4055,133.9944,-69.8655,81.4232
-171.0732,-90.8556,-28.4653,102.384,46.8584,-170.0359,161.5923,-70.2254,154.2866
176.6406,-86.8486,178.3935,86.2391,-179.7251,69.8791,94.0481,70.7819,-48.9352
-168.8092,87.1234,150.5302,104.508,51.0837,-82.4552,-161.9044,-56.9986,98.6353
-175.0784,86.1984,-178.5216,177.4319,86.0891,-59.9113,-172.1561,164.8485,28.462
173.1168,-90.6265,2.5651,80.7548,-171.8883,-168.7818,160.1917,62.3822,155.7579
169.381,-86.9212,151.7633,103.5505,50.0407,-82.9589,-161.1838,-56.9006,98.8705
-176.2647,-91.7979,-1.4514,85.8357,171.7547,-58.7283,-178.313,-68.5112,-39.9934
173.6741,-86.0803,179.2156,-177.1676,176.8471,-174.693,-92.97,63.2023,-53.5441
-174.5583,-92.3563,1.3225,176.8406,66.0605,-174.3724,-96.9323,60.6359,52.3473
-179.2105,86.6435,178.3792,-177.3906,-166.9687,-170.1602,162.3808,-70.4258,156.3191
-176.2521,86.4978,178.0373,-177.8198,178.0681,61.7271,108.9288,168.7691,-49.1426
-177.8131,86.5506,179.1767,-178.6887,-61.069,175.6374,168.5657,70.7966,67.1753
-172.1328,-92.8574,-2.0496,-176.6125,-61.8268,-82.2154,134.1972,-70.0003,81.1407
172.0294,92.9644,1.0624,-83.3663,-59.5576,-79.2357,134.2967,163.4434,78.5266
174.7613,92.2989,-1.3015,-178.1861,177.8709,61.6351,108.8159,168.8073,-49.6508
175.589,92.2819,-0.9371,-177.7394,176.6287,62.4017,157.7405,160.1815,-50.0563
-177.4496,-92.0084,-1.6228,-177.662,176.9117,62.1189,156.7423,160.1836,-49.5746
172.7176,92.855,-0.4703,-178.5781,-59.8176,-75.1607,109.2632,72.0089,85.8597
-171.824,85.654,-179.5071,-82.7377,-58.5052,-73.8103,-153.0163,-56.3194,89.9034
-171.8234,85.6517,-179.5121,-82.737,-58.5089,-73.8168,-153.0204,-56.3221,89.9091
-170.8156,87.3887,152.2426,102.4095,46.9137,-167.096,-87.7147,163.8324,152.7196
173.4691,92.6654,-0.9485,-177.6858,-62.1729,-82.4028,133.9862,-69.8675,81.4209
176.2723,92.347,-1.5931,86.3159,174.2725,-175.5762,-70.5632,164.0386,-50.4612
-176.7056,90.8299,4.4775,80.2563,-171.1802,-170.3593,165.8294,161.971,156.4077
172.8832,92.7643,1.3532,177.7407,-67.2775,-59.7955,177.6786,64.725,-170.0905
175.8928,92.2044,2.1555,177.8362,86.021,-59.7498,-171.3395,165.041,27.564
-175.9801,-87.9462,-176.4933,80.2465,-170.9165,-168.9576,160.3856,62.3353,156.2062
-174.2581,-92.5036,-1.7583,-176.6557,177.3358,-174.2882,-92.5392,63.2753,-53.1112
177.8995,-87.0471,179.29,101.9145,-72.0535,-168.4685,-88.9843,163.3987,158.6205
172.0618,92.9354,1.0504,-83.3604,-59.5628,-79.23,134.2978,163.4353,78.5178
-171.0622,-90.9889,-28.969,102.4511,47.3736,-161.4628,-102.9746,67.5496,153.2471
-172.043,-92.3738,-3.8836,87.1459,175.0983,176.7933,175.939,-60.2205,-51.3481
172.0016,-87.6384,-157.9956,-98.7147,-160.2202,-166.9573,-88.4424,163.312,153.84
-172.1295,-92.8708,-2.0366,-176.62,-61.829,-82.2093,134.1965,-70.0049,81.1375
174.221,92.2966,2.112,178.3019,69.6598,64.2754,-173.8269,76.3415,47.1142
172.884,-85.8855,-178.8415,177.7408,-67.2774,-59.7955,177.6788,64.7251,-170.0904
-174.7395,86.4124,176.5352,87.1909,173.9147,-175.3237,-70.2762,164.3382,-48.5937
174.2266,-86.2962,-177.9296,178.3005,69.6584,64.2732,-173.8328,76.3514,47.1161
-173.5269,-92.7216,4.4153,174.3928,59.9261,-93.3787,112.9426,70.7757,95.1901
177.3385,92.2956,2.1894,176.5056,65.9419,-174.0984,-96.896,60.7879,51.7669
169.4033,92.0276,-29.9753,103.5506,50.0415,-82.9597,-161.1818,-56.9051,98.8695
-176.2265,-92.1378,-2.0764,-177.8249,178.0672,61.7264,108.9335,168.7657,-49.1463
175.1423,-86.1992,176.4447,86.9081,175.2156,176.8232,175.5787,-60.181,-53.2365
-171.048,-90.8452,-28.4629,102.3768,46.8543,-170.0409,161.5844,-70.2183,154.2992
-176.7646,-91.6752,-2.4867,86.8676,179.919,69.9607,94.4056,70.83,-47.5088
-173.091,-92.7364,1.099,-83.8069,-62.4021,-160.6459,-103.2285,-65.3596,155.1358
177.0755,-86.7454,178.4474,85.8961,172.2475,-58.6387,-178.0349,-68.3293,-41.6151
174.7921,92.2841,-1.2936,-178.1937,177.8729,61.6324,108.8224,168.8011,-49.6569
-170.8207,87.4058,152.2612,102.3905,46.9088,-167.0975,-87.7172,163.8368,152.7146
172.2035,92.8164,0.0561,-179.8864,-63.4951,-160.27,-103.3089,-65.4068,155.1244
173.6765,-86.081,179.2152,-177.1669,176.8472,-174.6931,-92.9699,63.2021,-53.5442
171.6398,-85.8108,-178.0535,-83.6727,-57.248,-74.0337,110.6111,71.9774,83.9601
177.2178,-91.3681,-2.9578,-176.8267,-172.1015,-74.9794,-156.2586,78.0627,88.7423
172.3749,92.7176,4.93,174.2601,59.5559,-93.4727,113.036,70.7236,95.0686
-171.0644,87.2154,151.9969,102.4517,47.3736,-161.4631,-102.9745,67.5498,153.2472
-173.804,-92.3487,0.1546,177.7562,-69.913,-60.2957,173.5354,63.652,-64.2573
-173.0741,-92.7318,1.0859,-83.7986,-62.4276,-160.642,-103.2059,-65.359,155.1168
-172.0415,-92.3746,-3.8835,87.1459,175.0985,176.7934,175.9393,-60.2203,-51.3483
171.6937,92.7167,3.0296,-85.3557,-62.957,-160.701,-103.5024,-65.3395,155.2176
170.2708,91.67,-28.1815,101.1672,45.2584,-167.0194,-87.9988,163.7973,152.4431
-173.1071,-92.7418,1.0797,-83.7928,-62.4131,-160.636,-103.2098,-65.3629,155.1142
171.6456,-85.8166,-178.053,-83.6737,-57.2486,-74.0336,110.6115,71.9765,83.9599
171.3678,-85.7869,-177.9523,-83.8263,-58.6766,-73.8541,-153.1885,-56.2866,89.8712
171.338,-85.7798,-177.9501,-83.825,-58.6732,-73.8469,-153.1698,-56.2851,89.8572
-173.0921,86.0389,-178.5314,-83.8072,-62.4027,-160.6461,-103.2287,-65.3596,155.136
172.0023,90.3634,22.5876,-98.7142,-160.2192,-166.9572,-88.4417,163.3122,153.8396
-174.4506,-91.4731,30.0517,-113.2282,176.0965,-61.7452,178.6099,-69.3321,-54.6794
170.7702,-87.4414,153.4053,100.8967,45.698,-161.0291,-102.942,67.5446,152.535
177.175,-86.4277,-179.2755,-179.6057,-61.3205,174.0084,178.3469,169.6213,67.2503
-174.4353,-91.4744,30.0452,-113.225,176.0942,-61.7471,178.6057,-69.3344,-54.6781
-176.0071,90.8517,4.4319,80.2525,-170.9157,-168.9605,160.3941,62.3384,156.2058
170.2466,-87.2886,153.0977,101.167,45.2596,-167.0191,-87.9962,163.8026,152.4424
170.7317,-87.3895,153.27,101.2436,45.2672,-169.9391,161.1375,-70.2617,153.9987
172.3641,-86.2483,-177.7127,178.1527,68.9768,64.1126,90.9592,72.1479,47.359
171.6696,92.7372,3.0209,-85.3527,-62.9584,-160.702,-103.5071,-65.3382,155.2249
-176.2771,86.8551,177.9955,85.845,171.7652,-58.7221,-178.3335,-68.5323,-40.017
-174.2159,-92.5289,-1.7572,-176.6613,177.3323,-174.2903,-92.539,63.2752,-53.1057
-172.2629,85.5893,179.072,-179.063,-63.2025,-160.6252,-103.5741,-65.4887,155.6874
-173.807,-92.3377,0.1416,177.7674,-69.915,-60.2859,173.5405,63.6533,-64.2491
170.7452,-87.4374,153.4066,100.8933,45.6962,-161.0224,-102.9368,67.5449,152.523
175.3945,92.58,-1.0744,-177.1344,-165.3623,-56.7496,-179.3586,64.6143,-163.4933
175.1421,-86.1991,176.4447,86.9081,175.2156,176.8232,175.5786,-60.181,-53.2365
-173.7655,-92.435,1.5457,178.6504,69.9015,64.2386,-173.3864,76.0753,47.6481
-173.7729,86.2935,-178.6573,178.6527,69.9035,64.2405,-173.3843,76.076,47.6466
-173.5302,85.7985,-175.9804,174.3901,59.9284,-93.3804,112.9389,70.7798,95.1922
176.2399,92.3586,-1.603,86.325,174.267,-175.5783,-70.5723,164.0308,-50.4485
-173.3019,86.1879,-178.5203,178.7369,69.2273,64.2037,91.409,72.1373,47.8325
170.7499,-87.4161,153.2685,101.2392,45.2654,-169.9416,161.1333,-70.2481,154.0035
179.5669,-87.8765,-147.6897,-117.1913,174.7284,-61.5958,178.5198,-69.2213,-53.1458
179.5628,-87.8758,-147.6898,-117.1913,174.7285,-61.5957,178.5198,-69.2212,-53.1459
-176.7368,90.835,4.4653,80.2685,-171.1789,-170.3587,165.8118,161.956,156.4077
172.3545,-86.2243,-177.7294,178.1735,68.9792,64.1096,90.9518,72.1467,47.3605
-179.0631,-90.6972,-26.1301,115.9577,-70.9087,-63.0391,-162.2342,168.7507,-168.4357
171.6621,-85.9445,-176.49,-85.3554,-62.9687,-160.702,-103.4966,-65.3377,155.2187
-174.7376,86.412,176.5354,87.1908,173.9149,-175.3235,-70.2758,164.3385,-48.5937
-171.0625,-90.9892,-28.9698,102.4514,47.3736,-161.463,-102.9746,67.5497,153.2471
-177.6726,-92.4362,-0.7389,-178.8556,-61.1958,174.0946,178.3594,169.5923,67.0886
171.667,92.7377,3.0209,-85.3529,-62.959,-160.7022,-103.5075,-65.3382,155.2254
173.556,-86.2307,-177.9686,178.2452,69.4936,63.871,-164.5262,173.3239,47.1884
-177.0408,-92.4146,-0.6465,-179.2184,-62.2946,178.9188,-81.2898,159.7637,68.827
175.1439,92.8061,1.166,177.0848,-70.1618,-60.3146,172.9148,63.5506,-64.1144
172.3634,-86.0734,-175.3267,174.2664,59.5498,-93.4708,113.0439,70.7212,95.0641
173.5459,92.4091,2.0846,178.2424,69.4896,63.8684,-164.5096,173.3274,47.1897
-179.0836,-90.7256,-26.1105,115.9496,-70.9129,-63.0326,-162.2375,168.7572,-168.4377
174.7712,91.3758,-22.5841,112.8865,-72.0542,-63.051,-162.0892,168.7154,-168.8488
177.2013,-86.4349,-179.2644,-179.6165,-61.3264,174.0081,178.3521,169.6294,67.2711
-171.7956,85.7494,-179.5028,-82.5524,-56.9289,-73.9312,110.5599,71.972,84.0592
173.5153,92.8218,-1.6552,-178.6491,-64.0208,79.0214,-175.2386,165.9981,-175.0847
-173.3135,86.1978,-178.5152,178.7293,69.2253,64.2027,91.4103,72.1348,47.8455
-171.8175,85.7769,-179.5057,-82.5517,-56.9268,-73.9293,110.56,71.9725,84.0592
-175.9839,-87.9627,-176.4885,80.2484,-170.9228,-168.9542,160.3631,62.3268,156.2055
172.0622,90.3903,22.1368,-98.2541,-159.8913,-162.3144,-104.2575,67.5849,155.4049
173.1131,87.7711,-178.4592,80.774,-171.9016,-168.789,160.1939,62.3888,155.7638
-175.4269,-92.6449,0.985,177.827,53.9182,-161.6081,-101.2202,-65.7645,153.5726
-173.8323,87.1606,-159.2734,-97.332,-158.3881,-167.0213,-88.2748,163.459,154.0544
172.0742,90.387,22.1009,-98.2285,-159.8736,-162.3125,-104.2575,67.5781,155.3995
-175.9918,90.8446,4.4326,80.2512,-170.9181,-168.9592,160.3891,62.3371,156.2075
173.5227,-85.8317,178.4266,-178.6544,-64.0305,79.0142,-175.234,165.9858,-175.0909
175.113,92.8326,1.161,177.0894,-70.1641,-60.3153,172.9176,63.5532,-64.1116
-173.8061,87.1316,-159.2557,-97.3532,-158.392,-167.024,-88.2765,163.4427,154.0637
-172.202,-92.9387,-2.4293,-178.199,-63.1311,79.5119,-175.1172,166.2769,-174.0014
-175.3793,86.2595,179.0252,179.9026,-67.1257,179.9752,-74.4949,162.8348,-76.1971
-171.0622,-90.9891,-28.9692,102.4512,47.3736,-161.4629,-102.9746,67.5496,153.2471
173.8468,-85.8757,179.7513,-178.4304,-62.1886,-65.6359,101.0085,77.7957,-175.6733
-173.9295,-92.5282,1.6397,178.6346,69.7367,63.9183,-163.9465,173.3021,47.6781
174.5875,-86.1769,179.1348,-176.6735,178.1468,-66.0147,95.0318,77.1582,-47.2582
170.7662,-87.442,153.4033,100.8974,45.6972,-161.0297,-102.9424,67.5432,152.5355
-175.957,-92.447,-0.9737,-179.4752,-65.3131,176.4727,-179.5039,-58.8705,-81.4709
-173.891,-92.5085,1.6187,178.6543,69.732,63.9155,-163.9412,173.2997,47.7049
177.337,-86.2265,-179.4808,179.5017,-65.4248,176.3526,-179.3753,-58.8109,-81.5049
171.6449,-85.8159,-178.0529,-83.6737,-57.2485,-74.0336,110.6114,71.9766,83.9599
171.6472,-85.8175,-178.053,-83.6737,-57.2485,-74.0335,110.6114,71.9765,83.9598
-176.3703,-92.3796,-2.4238,-175.7977,178.2897,-65.857,94.9491,77.2124,-46.8104
-177.6521,-92.437,-0.735,-178.8586,-61.1979,174.09,178.3647,169.593,67.1026
173.1002,-87.173,159.9347,112.4312,-73.5545,-62.4568,-164.3831,168.2623,-60.3968
-175.4327,85.8809,-179.2153,177.8295,53.9151,-161.6142,-101.2255,-65.7663,153.5834
-174.0369,-92.9056,-1.7848,-177.5085,-61.8417,-65.835,100.8382,77.7566,-174.8675
-174.0256,-92.1848,28.4323,-108.5868,-179.3052,-179.7735,-72.5666,163.0858,-65.8438
-172.2012,-92.9388,-2.4293,-178.1992,-63.1313,79.5119,-175.1171,166.277,-174.0016
172.4922,90.3504,22.7859,-99.141,-160.2353,-169.6044,161.4322,-70.3334,155.1707
173.8447,-85.8757,179.7514,-178.431,-62.1887,-65.6356,101.0086,77.7956,-175.6734
174.489,-86.4015,178.8229,-176.5478,176.3276,162.307,81.2363,68.2774,-52.7891
170.7819,91.5292,-27.8239,100.8949,45.7,-161.0276,-102.9411,67.5482,152.5334
176.2907,-86.0987,-179.4787,179.1363,-67.2951,179.7849,-74.4199,162.9051,-76.1417
-177.5543,86.5462,177.8473,-176.2037,176.5389,162.3143,81.1798,68.2275,-52.2843
173.9768,-85.9796,-178.2322,177.5603,53.7824,-161.7854,-101.2396,-65.6568,153.7536
-173.0083,-92.7758,1.4164,176.3724,65.838,165.565,84.4855,69.8257,53.27
177.9447,91.4099,0.467,-82.9354,-61.6313,176.8109,173.8952,72.6732,-80.081
175.8556,-86.0535,-175.9662,174.3322,69.0536,-70.3748,-88.1267,159.3123,54.9494
-175.4327,86.2976,179.0338,179.8916,-67.1259,179.9708,-74.4953,162.8349,-76.1848
-174.0876,-92.8887,-1.7706,-177.5199,-61.8376,-65.8358,100.8284,77.7452,-174.8793
172.3629,92.4418,0.8108,-82.8023,-60.7862,174.8148,168.7819,70.9086,65.7092
179.1107,-86.6299,179.7299,-177.8392,-166.9474,-161.8728,-102.4897,-65.732,155.1133
172.4797,-87.6691,-157.8333,-99.1437,-160.2401,-169.6042,161.4376,-70.342,155.1659
174.5926,92.6449,-1.2472,-176.6728,178.1464,-66.0146,95.032,77.1585,-47.258
-173.9809,-92.594,3.6018,174.3113,69.0985,-70.3797,-88.0069,159.3811,55.9246
179.8334,-91.0369,-34.1959,113.0357,63.4218,-179.8786,-77.2587,160.3325,60.612
174.7024,92.703,2.4703,175.7707,65.6636,165.5267,84.3426,69.7882,52.7735
175.778,-87.021,154.2591,108.3322,61.4273,179.2707,-77.0743,160.4833,62.2468
-173.043,-92.7764,1.4165,176.3781,65.8343,165.5656,84.4794,69.8209,53.2707
-174.7915,-92.5701,1.4167,176.7168,67.0689,178.2389,88.2718,78.6964,53.4367
173.7771,92.7931,-1.7767,-178.6988,-62.2344,79.9733,174.3322,64.4386,-173.9388
-176.3153,86.3014,177.795,-175.803,178.2897,-65.8599,94.9498,77.22,-46.8111
175.7778,-87.0202,154.2614,108.3307,61.4265,179.2705,-77.0743,160.483,62.2471
176.0011,-86.339,-177.6854,176.35,66.9294,178.0372,88.1164,78.6349,52.8973
-173.1998,86.4548,175.2451,86.4473,-179.9089,63.7608,149.399,61.8659,-48.7188
174.4308,-86.3944,178.8065,-176.5298,176.3201,162.2912,81.1966,68.2553,-52.774
-173.8324,-91.8459,21.4591,-97.3314,-158.3871,-167.021,-88.2742,163.4594,154.0539
173.9442,92.7882,1.8429,177.5604,53.7816,-161.7862,-101.2406,-65.6569,153.7549
173.4647,-90.9217,2.4796,80.7215,-172.2673,-166.8998,-88.6663,163.3763,155.2778
174.066,92.5971,-1.5816,-176.2925,176.461,163.8076,62.4296,63.2483,-50.691
173.6892,92.4669,2.368,178.0392,69.6032,64.23,-168.0652,-55.9713,47.1669
176.2906,-86.0987,-179.4788,179.1363,-67.2951,179.7848,-74.4198,162.9052,-76.1417
-177.5922,-92.0949,-2.3841,-176.2068,176.5378,162.3086,81.1756,68.2266,-52.2838
173.6292,-88.0474,-150.5163,-103.405,-160.6663,-77.6666,-156.1274,172.3569,92.7023
174.7441,92.5222,-3.6456,85.9945,-179.6233,63.429,148.885,61.9379,-50.3142
-173.1969,86.4544,175.2453,86.4472,-179.9087,63.7608,149.3985,61.8658,-48.7188
173.5028,-88.0414,-150.5843,-103.4034,-160.5122,-76.7645,-158.8006,77.6304,92.5215
175.8648,-86.0611,-175.9645,174.3313,69.0512,-70.3773,-88.1298,159.3182,54.9648
173.7753,92.7938,-1.7769,-178.6986,-62.2345,79.9732,174.332,64.4383,-173.9389
-176.5334,-92.1302,-0.4631,-82.8812,-64.9721,-174.605,-59.8159,173.3214,-178.482
-173.977,-92.5836,3.5938,174.3205,69.0909,-70.3876,-88.0132,159.3907,55.9565
-173.6191,-92.948,0.5147,-82.7737,-60.6784,175.1615,169.0515,70.9196,66.085
-171.8741,85.9159,177.3204,-178.1598,-61.4602,80.3634,174.2453,64.517,-172.9148
-175.3388,86.8991,176.8615,86.6001,-178.6521,67.4471,113.3133,168.3177,-48.3609
-174.3504,-92.7537,-2.5836,-175.7306,176.6899,163.8,62.5382,63.3399,-50.2286
-174.3819,86.2884,-178.4665,178.5392,69.8332,64.2944,-167.6256,-56.0162,47.6574
178.9408,-91.5299,-0.5352,-82.8544,-61.753,177.2576,174.2847,72.6576,-81.4867
-176.3865,-88.0075,-176.6854,80.3245,-171.4,-166.9674,-88.5921,163.3891,155.6636
176.2468,-86.7851,179.0346,85.659,-175.9938,70.4608,-166.1025,-54.8838,-50.148
172.7736,-86.4175,153.3857,109.0165,62.8921,174.3433,171.4873,-61.957,61.6663
-174.764,86.787,176.8527,86.6036,-178.6449,67.4475,113.3133,168.3119,-48.3705
172.7773,-86.4156,153.381,109.02,62.8937,174.3436,171.487,-61.9578,61.6659
176.6076,-86.8121,178.0468,86.0191,-178.3814,67.3779,112.8236,168.4862,-49.7654
176.549,92.0049,-1.615,86.0186,-178.3752,67.369,112.8258,168.4781,-49.7768
173.6767,-86.1867,-177.6776,178.0367,69.6062,64.2309,-168.0738,-55.9584,47.1485
174.7869,92.5203,-3.6367,85.9864,-179.6196,63.4236,148.8861,61.9356,-50.3249
179.122,91.8783,-0.5282,-177.8367,-166.9503,-161.8802,-102.4946,-65.7332,155.1277
-174.7983,-92.5814,1.4067,176.723,67.0706,178.2385,88.2782,78.6892,53.4416
-172.6818,-91.6975,22.0615,-97.9463,-158.3333,-169.5957,161.3498,-70.315,155.3796
-171.8707,-92.8816,-2.6111,-178.1601,-61.4601,80.3633,174.2455,64.5169,-172.9148
174.0603,92.6109,-1.5976,-176.2795,176.4597,163.8006,62.431,63.2481,-50.6983
-176.167,86.9033,146.5505,114.2696,65.2531,175.268,171.6174,-61.9779,59.6919
-176.1883,-91.6087,-35.7981,114.2792,65.2573,175.2728,171.6207,-61.9753,59.6912
-174.8662,-91.7961,-2.667,86.6085,-178.6594,67.4461,113.3153,168.3092,-48.3557
178.3589,-91.1099,-19.4364,110.1636,-74.3548,-61.2957,-178.9114,62.5737,-60.8704
176.1089,87.7524,160.0177,110.9485,-73.1265,-61.9314,-174.7823,63.8095,-167.5826
173.5219,89.8788,30.6158,-103.4114,-160.5156,-76.7697,-158.7935,77.6282,92.5225
-175.7155,86.464,179.5114,-81.3804,-70.4852,-61.8288,-171.3369,166.7013,-173.188
-174.3718,-92.4949,1.7384,178.538,69.8297,64.2911,-167.6151,-56.0234,47.6709
-176.1957,86.8829,146.5915,114.2351,65.2453,175.2665,171.609,-61.9809,59.6978
175.4788,-86.2698,178.7863,-176.1742,177.6939,169.9983,-174.978,165.6993,-50.6798
-178.9305,-86.729,-177.7866,-84.1434,-64.903,-174.5669,-59.6726,173.2228,-178.6389
176.5723,-86.8048,178.0503,86.0159,-178.3757,67.3779,112.8246,168.4864,-49.7754
-179.9849,-91.3567,-1.7574,86.3764,-176.6923,70.3561,-165.8087,-54.9948,-48.6122
-179.9766,87.2699,177.7681,86.3572,-176.6877,70.3594,-165.815,-54.9916,-48.6098
176.1018,87.7586,160.0157,110.9506,-73.1263,-61.9312,-174.7822,63.8092,-167.583
175.7777,91.2904,-17.9422,108.5526,-73.7739,-61.8389,-175.1086,63.7968,-167.8583
-172.6843,-91.6957,22.0629,-97.947,-158.3333,-169.5957,161.3504,-70.3154,155.3794
176.543,91.9881,-1.5827,85.9912,-178.3605,67.3709,112.8305,168.4788,-49.805
-174.3013,85.9535,177.6577,-175.7291,176.6899,163.7976,62.5365,63.3386,-50.2326
-176.5339,86.6304,-179.973,-82.8811,-64.9711,-174.6038,-59.8154,173.3216,-178.4816
176.2677,-86.7886,179.0324,85.6622,-175.9841,70.4552,-166.0944,-54.8892,-50.1717
174.9741,92.4594,-0.5982,-177.0786,178.1166,65.2805,60.5551,64.51,-51.5673
178.4,-91.1291,-19.4356,110.1686,-74.3602,-61.301,-178.9097,62.6022,-60.8489
